x1,x2,x3,x4
7.55572479963303,89.8284978866577,0.38352869451046,0.435692697763443
x1,x2,x3,x4
22.7084351482335,66.4058415824547,0.120198148069903,0.942719768267125
x1,x2,x3,x4
21.8584403246641,60.3591386526823,0.00514833629131317,0.355884730815887
x1,x2,x3,x4
5.29276307323016,41.4592133146548,0.0414010367821902,0.667883085319772
x1,x2,x3,x4
23.2551697266623,59.4933635066263,0.00313482671254236,0.489108002239003
x1,x2,x3,x4
10.8006198029034,78.8739212718792,0.708607888314873,0.976542474934831
x1,x2,x3,x4
20.3185476826045,63.9534938358702,0.0760741024523887,0.680737131857017
x1,x2,x3,x4
5.9797814585726,53.2742797848131,0.0553472166194779,0.212795360479504
x1,x2,x3,x4
10.7064948487096,64.4861882785335,0.112822525668889,0.580388114321977
x1,x2,x3,x4
5.9797814585726,53.2742797848131,0.0553472166194779,0.212795360479504
x1,x2,x3,x4
10.7064948487096,64.4861882785335,0.112822525668889,0.580388114321977
x1,x2,x3,x4
5.9797814585726,53.2742797848131,0.0553472166194779,0.212795360479504
x1,x2,x3,x4
10.7064948487096,64.4861882785335,0.112822525668889,0.580388114321977
x1,x2,x3,x4
5.9797814585726,53.2742797848131,0.0553472166194779,0.212795360479504
x1,x2,x3,x4
10.7064948487096,64.4861882785335,0.112822525668889,0.580388114321977
x1,x2,x3,x4
5.9797814585726,53.2742797848131,0.0553472166194779,0.212795360479504
x1,x2,x3,x4
10.7064948487096,64.4861882785335,0.112822525668889,0.580388114321977
x1,x2,x3,x4
5.9797814585726,53.2742797848131,0.0553472166194779,0.212795360479504
x1,x2,x3,x4
10.7064948487096,64.4861882785335,0.112822525668889,0.580388114321977
x1,x2,x3,x4
5.9797814585726,53.2742797848131,0.0553472166194779,0.212795360479504
x1,x2,x3,x4
10.7064948487096,64.4861882785335,0.112822525668889,0.580388114321977
x1,x2,x3,x4
5.9797814585726,53.2742797848131,0.0553472166194779,0.212795360479504
x1,x2,x3,x4
10.7064948487096,64.4861882785335,0.112822525668889,0.580388114321977
x1,x2,x3,x4
5.9797814585726,53.2742797848131,0.0553472166194779,0.212795360479504
x1,x2,x3,x4
10.7064948487096,64.4861882785335,0.112822525668889,0.580388114321977
x1,x2,x3,x4
5.9797814585726,53.2742797848131,0.0553472166194779,0.212795360479504
x1,x2,x3,x4
10.7064948487096,64.4861882785335,0.112822525668889,0.580388114321977
x1,x2,x3,x4
5.9797814585726,53.2742797848131,0.0553472166194779,0.212795360479504
x1,x2,x3,x4
10.7064948487096,64.4861882785335,0.112822525668889,0.580388114321977
x1,x2,x3,x4
5.9797814585726,53.2742797848131,0.0553472166194779,0.212795360479504
x1,x2,x3,x4
10.8116998383775,52.9170134437167,0.314038006519998,0.247585764898359
x1,x2,x3,x4
11.3238293677568,72.5474295169115,0.51259882748127,0.800460651516914
x1,x2,x3,x4
22.6750768870115,85.6388853192329,0.12561671435833,0.674531221389771
x1,x2,x3,x4
5.72081167483702,63.9399353112094,0.61535360920243,0.667983470717445
x1,x2,x3,x4
5.57124271988869,50.7177762836218,0.0444560050964355,0.67174057662487
x1,x2,x3,x4
32.6223903000355,69.5901876538992,9.79155302047729e-05,0.914187654852867
x1,x2,x3,x4
26.5674353163479,71.1584800052186,0.0199902599437202,0.913591445423663
x1,x2,x3,x4
23.2104015102479,38.2297281501815,0.150817409251432,0.570671391440555
x1,x2,x3,x4
10.4145881137811,38.2924794400547,0.0428080570754372,0.573402286525357
x1,x2,x3,x4
10.4145881137811,38.2924794400547,0.0428080570754372,0.573402286525357
x1,x2,x3,x4
10.4145881137811,38.2924794400547,0.0428080570754372,0.573402286525357
x1,x2,x3,x4
10.4145881137811,38.2924794400547,0.0428080570754372,0.573402286525357
x1,x2,x3,x4
10.4145881137811,38.2924794400547,0.0428080570754372,0.573402286525357
x1,x2,x3,x4
10.4145881137811,38.2924794400547,0.0428080570754372,0.573402286525357
x1,x2,x3,x4
10.4145881137811,38.2924794400547,0.0428080570754372,0.573402286525357
x1,x2,x3,x4
10.4145881137811,38.2924794400547,0.0428080570754372,0.573402286525357
x1,x2,x3,x4
10.4145881137811,38.2924794400547,0.0428080570754372,0.573402286525357
x1,x2,x3,x4
10.4145881137811,38.2924794400547,0.0428080570754372,0.573402286525357
x1,x2,x3,x4
10.4145881137811,38.2924794400547,0.0428080570754372,0.573402286525357
x1,x2,x3,x4
10.4145881137811,38.2924794400547,0.0428080570754372,0.573402286525357
x1,x2,x3,x4
10.4145881137811,38.2924794400547,0.0428080570754372,0.573402286525357
x1,x2,x3,x4
10.4145881137811,38.2924794400547,0.0428080570754372,0.573402286525357
x1,x2,x3,x4
10.4145881137811,38.2924794400547,0.0428080570754372,0.573402286525357
x1,x2,x3,x4
10.4145881137811,38.2924794400547,0.0428080570754372,0.573402286525357
x1,x2,x3,x4
10.4145881137811,38.2924794400547,0.0428080570754372,0.573402286525357
x1,x2,x3,x4
10.4145881137811,38.2924794400547,0.0428080570754372,0.573402286525357
x1,x2,x3,x4
10.4145881137811,38.2924794400547,0.0428080570754372,0.573402286525357
x1,x2,x3,x4
10.4145881137811,38.2924794400547,0.0428080570754372,0.573402286525357
x1,x2,x3,x4
10.4145881137811,38.2924794400547,0.0428080570754372,0.573402286525357
x1,x2,x3,x4
10.4145881137811,38.2924794400547,0.0428080570754372,0.573402286525357
x1,x2,x3,x4
23.2072904236633,36.9929664480935,0.182036459057841,0.617005425280574
x1,x2,x3,x4
28.9084681421518,68.9706599414349,0.00131489336490631,0.236973106861115
x1,x2,x3,x4
10.3173598200083,24.0468207001686,0.466024070978165,0.443154469132423
x1,x2,x3,x4
26.7715123273668,84.4171875883148,0.00735192400613657,0.765781168022701
x1,x2,x3,x4
9.82781182313193,36.9542676388232,0.0398892301229409,0.846629056236858
x1,x2,x3,x4
28.9084681421518,68.9706599414349,0.00131489336490631,0.236973106861115
x1,x2,x3,x4
10.3173598200083,24.0468207001686,0.466024070978165,0.443154469132423
x1,x2,x3,x4
26.7715123273668,84.4171875883148,0.00735192400613657,0.765781168022701
x1,x2,x3,x4
9.82781182313193,36.9542676388232,0.0398892301229409,0.846629056236858
x1,x2,x3,x4
28.9084681421518,68.9706599414349,0.00131489336490631,0.236973106861115
x1,x2,x3,x4
10.3173598200083,24.0468207001686,0.466024070978165,0.443154469132423
x1,x2,x3,x4
26.7715123273668,84.4171875883148,0.00735192400613657,0.765781168022701
x1,x2,x3,x4
9.82781182313193,36.9542676388232,0.0398892301229409,0.846629056236858
x1,x2,x3,x4
28.9084681421518,68.9706599414349,0.00131489336490631,0.236973106861115
x1,x2,x3,x4
10.3173598200083,24.0468207001686,0.466024070978165,0.443154469132423
x1,x2,x3,x4
26.7715123273668,84.4171875883148,0.00735192400613657,0.765781168022701
x1,x2,x3,x4
9.82781182313193,36.9542676388232,0.0398892301229409,0.846629056236858
x1,x2,x3,x4
28.9084681421518,68.9706599414349,0.00131489336490631,0.236973106861115
x1,x2,x3,x4
10.3173598200083,24.0468207001686,0.466024070978165,0.443154469132423
x1,x2,x3,x4
26.7715123273668,84.4171875883148,0.00735192400613657,0.765781168022701
x1,x2,x3,x4
9.82781182313193,36.9542676388232,0.0398892301229409,0.846629056236858
x1,x2,x3,x4
28.9084681421518,68.9706599414349,0.00131489336490631,0.236973106861115
x1,x2,x3,x4
10.3173598200083,24.0468207001686,0.466024070978165,0.443154469132423
x1,x2,x3,x4
26.7715123273668,84.4171875883148,0.00735192400613657,0.765781168022701
x1,x2,x3,x4
9.82781182313193,36.9542676388232,0.0398892301229409,0.846629056236858
x1,x2,x3,x4
28.9084681421518,68.9706599414349,0.00131489336490631,0.236973106861115
x1,x2,x3,x4
10.3173598200083,24.0468207001686,0.466024070978165,0.443154469132423
x1,x2,x3,x4
26.7715123273668,84.4171875883148,0.00735192400613657,0.765781168022701
x1,x2,x3,x4
9.82781182313193,36.9542676388232,0.0398892301229409,0.846629056236858
x1,x2,x3,x4
28.9084681421518,68.9706599414349,0.00131489336490631,0.236973106861115
x1,x2,x3,x4
32.833292176947,14.9142804089934,0.295239860424772,0.524869326734915
x1,x2,x3,x4
40.6289389462515,45.1819892787625,0.40859547358696,0.604757831449528
x1,x2,x3,x4
33.3039139488799,67.7959244263759,0.256413604149518,0.720824959653455
x1,x2,x3,x4
44.8236482739449,43.6399863213301,0.322313562035561,0.62038217484951
x1,x2,x3,x4
38.2840361595154,80.4807421863079,0.0136074125766754,0.860320672392845
x1,x2,x3,x4
17.1768183112144,61.1087257862091,0.0271866619586945,0.313424676656723
x1,x2,x3,x4
40.9924466691007,68.7779651299211,0.0173874637007873,0.590348034711529
x1,x2,x3,x4
32.833292176947,14.9142804089934,0.295239860424772,0.524869326734915
x1,x2,x3,x4
40.6289389462515,45.1819892787625,0.40859547358696,0.604757831449528
x1,x2,x3,x4
33.3039139488799,67.7959244263759,0.256413604149518,0.720824959653455
x1,x2,x3,x4
44.8236482739449,43.6399863213301,0.322313562035561,0.62038217484951
x1,x2,x3,x4
38.2840361595154,80.4807421863079,0.0136074125766754,0.860320672392845
x1,x2,x3,x4
17.1768183112144,61.1087257862091,0.0271866619586945,0.313424676656723
x1,x2,x3,x4
40.9924466691007,68.7779651299211,0.0173874637007873,0.590348034711529
x1,x2,x3,x4
32.833292176947,14.9142804089934,0.295239860424772,0.524869326734915
x1,x2,x3,x4
40.6289389462515,45.1819892787625,0.40859547358696,0.604757831449528
x1,x2,x3,x4
33.3039139488799,67.7959244263759,0.256413604149518,0.720824959653455
x1,x2,x3,x4
44.8236482739449,43.6399863213301,0.322313562035561,0.62038217484951
x1,x2,x3,x4
38.2840361595154,80.4807421863079,0.0136074125766754,0.860320672392845
x1,x2,x3,x4
17.1768183112144,61.1087257862091,0.0271866619586945,0.313424676656723
x1,x2,x3,x4
40.9924466691007,68.7779651299211,0.0173874637007873,0.590348034711529
x1,x2,x3,x4
32.833292176947,14.9142804089934,0.295239860424772,0.524869326734915
x1,x2,x3,x4
40.6289389462515,45.1819892787625,0.40859547358696,0.604757831449528
x1,x2,x3,x4
33.3039139488799,67.7959244263759,0.256413604149518,0.720824959653455
x1,x2,x3,x4
44.8236482739449,43.6399863213301,0.322313562035561,0.62038217484951
x1,x2,x3,x4
38.2840361595154,80.4807421863079,0.0136074125766754,0.860320672392845
x1,x2,x3,x4
17.1768183112144,61.1087257862091,0.0271866619586945,0.313424676656723
x1,x2,x3,x4
40.9924466691007,68.7779651299211,0.0173874637007873,0.590348034711529
x1,x2,x3,x4
32.833292176947,14.9142804089934,0.295239860424772,0.524869326734915
x1,x2,x3,x4
40.6289389462515,45.1819892787625,0.40859547358696,0.604757831449528
x1,x2,x3,x4
12.2691372598406,25.7867003639852,0.11533846356906,0.257054408715439
x1,x2,x3,x4
31.8861838114849,62.8063685249548,0.0646659458213607,0.664001049816737
x1,x2,x3,x4
40.8399267895763,34.4156472070803,0.00954958518638769,0.224775368657122
x1,x2,x3,x4
31.4592705203233,60.4872719410882,0.051856245397506,0.887805054662749
x1,x2,x3,x4
46.9173368229531,37.9165349015966,0.0276157727930695,0.0960617940872908
x1,x2,x3,x4
21.5110596485565,42.9549693006793,0.0750071570363258,0.836477726085187
x1,x2,x3,x4
36.5473793153256,36.427986307361,0.446471520657105,0.570671391440555
x1,x2,x3,x4
13.694416511571,54.7703313478269,0.0778204048983753,0.757740068947896
x1,x2,x3,x4
28.3341563381309,27.4476741913497,0.00305506028234959,0.488391137745321
x1,x2,x3,x4
49.8601240676362,60.9252663847198,0.0316692670778644,0.467952169953423
x1,x2,x3,x4
41.2579999370197,49.7253496828798,0.0231729123635415,0.943403024914491
x1,x2,x3,x4
19.7689799678285,43.3750457246788,0.00295303988032982,0.804974422502331
x1,x2,x3,x4
36.5473793153256,36.427986307361,0.446471520657105,0.570671391440555
x1,x2,x3,x4
13.694416511571,54.7703313478269,0.0778204048983753,0.757740068947896
x1,x2,x3,x4
28.3341563381309,27.4476741913497,0.00305506028234959,0.488391137745321
x1,x2,x3,x4
49.8601240676362,60.9252663847198,0.0316692670778644,0.467952169953423
x1,x2,x3,x4
41.2579999370197,49.7253496828798,0.0231729123635415,0.943403024914491
x1,x2,x3,x4
19.7689799678285,43.3750457246788,0.00295303988032982,0.804974422502331
x1,x2,x3,x4
36.5473793153256,36.427986307361,0.446471520657105,0.570671391440555
x1,x2,x3,x4
13.694416511571,54.7703313478269,0.0778204048983753,0.757740068947896
x1,x2,x3,x4
28.3341563381309,27.4476741913497,0.00305506028234959,0.488391137745321
x1,x2,x3,x4
49.8601240676362,60.9252663847198,0.0316692670778644,0.467952169953423
x1,x2,x3,x4
41.2579999370197,49.7253496828798,0.0231729123635415,0.943403024914491
x1,x2,x3,x4
19.7689799678285,43.3750457246788,0.00295303988032982,0.804974422502331
x1,x2,x3,x4
36.5473793153256,36.427986307361,0.446471520657105,0.570671391440555
x1,x2,x3,x4
13.694416511571,54.7703313478269,0.0778204048983753,0.757740068947896
x1,x2,x3,x4
28.3341563381309,27.4476741913497,0.00305506028234959,0.488391137745321
x1,x2,x3,x4
49.8601240676362,60.9252663847198,0.0316692670778644,0.467952169953423
x1,x2,x3,x4
41.2579999370197,49.7253496828798,0.0231729123635415,0.943403024914491
x1,x2,x3,x4
19.7689799678285,43.3750457246788,0.00295303988032982,0.804974422502331
